JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate,USFWBand,Difference
C-WO,F,Y,NO19031,5/7/2003 0:00,12-Apr-16,1063-43555,4724
C-RO,F,Y,NO19031,5/7/2003 0:00,13-Mar-13,1063-43556,3598
C-BB,F,Y,MCBY032,5/6/2003 0:00,13-Feb-08,1063-43557,1744
C-Pn,M,Y,MCBY032,5/6/2003 0:00,06-May-03,1063-43558,0
C-On,M,Y,MCBY032,5/6/2003 0:00,06-May-03,1063-43559,0
C-Bn,F,Y,EBAY033,5/18/2003 0:00,17-May-03,1063-43563,-1
C-Pn,F,Y,EBAY033,5/18/2003 0:00,17-May-03,1063-43564,-1
C-On,F,Y,EBAY033,5/18/2003 0:00,17-May-03,1063-43565,-1
C-YL,F,Y,SFLA033,5/21/2003 0:00,11-Jul-03,1063-43566,51
C-BL,F,Y,SFLA033,5/21/2003 0:00,11-Jul-03,1063-43567,51
C-Pn,F,Y,SFLA033,5/21/2003 0:00,11-Jun-03,1063-43568,21
C-LW,M,Y,LOOP032,5/24/2003 0:00,14-Jul-05,1063-43573,782
C-fHW,F,Y,LOOP032,5/24/2003 0:00,21-Jul-14,1063-43574,4076
C-AW,F,Y,LOOP032,5/24/2003 0:00,14-Jul-05,1063-43575,782
C-Yn,M,Y,ELIN032,6/1/2003 0:00,01-Jun-03,1063-43579,0
C-BO,F,Y,ELIN032,6/1/2003 0:00,16-Nov-11,1063-43580,3090
C-Pn,M,Y,ELIN032,6/1/2003 0:00,01-Jun-03,1063-43581,0
C-AR,F,Y,POLA032,6/4/2003 0:00,13-May-13,1063-43582,3631
C-Yn,M,Y,BIGL033,6/10/2003 0:00,11-Jun-03,1063-43583,1
C-BW,M,Y,BIGL033,6/10/2003 0:00,12-Apr-16,1063-43584,4690
C-PW,M,Y,BIGL033,6/10/2003 0:00,11-Jul-03,1063-43585,31
C-Yn,M,Y,CHOP031,6/12/2003 0:00,11-Jun-03,1063-43588,-1
C-BP,M,Y,CHOP031,6/12/2003 0:00,14-Oct-03,1063-43589,124
C-Pn,F,Y,CHOP031,6/12/2003 0:00,11-Jun-03,1063-43590,-1
C-On,M,Y,WCOP032,6/10/2003 0:00,11-Jun-03,1063-43591,1
C-Ln,F,Y,WCOP032,6/10/2003 0:00,06-Jun-03,1063-43592,-4
C-fHG,F,Y,WCOP032,6/10/2003 0:00,13-Mar-13,1063-43593,3564
C-Fn,M,Y,PLAZ034,6/17/2003 0:00,14-Jun-03,1063-43594,-3
C-AB,F,Y,PLAZ034,6/17/2003 0:00,22-Apr-04,1063-43595,310
FZW-,F,Y,XRDS952,5/17/1995 0:00,10-Aug-96,1063-48661,451
ZWn-,F,Y,XRDS974,5/13/1997 0:00,29-May-97,1163-68202,16
-ZBW,F,Y,EQUS981,5/3/1998 0:00,17-Jul-00,1163-68284,806
-ZLW,F,Y,N18E981,5/3/1998 0:00,14-Jul-99,1163-68287,437
-ZRR,M,Y,HICE981,5/7/1998 0:00,14-Jul-99,1163-68293,433
-ZGR,F,Y,HICE981,5/7/1998 0:00,16-Mar-99,1163-68294,313
-ZPR,F,Y,FARS981,5/9/1998 0:00,11-Apr-00,1163-68297,703
-ZOR,F,Y,FARS981,5/9/1998 0:00,16-Aug-10,1163-68298,4482
-SWB,F,Y,POLA882,5/20/1988 0:00,10-Jan-89,1383-27006,235
WOS-,M,Y,SORA811,4/18/1981 0:00,07-Oct-83,1383-27202,902
GYS-,F,Y,BAYR811,4/29/1981 0:00,11-Jun-84,1383-27214,1139
WLS-,F,Y,NBEN811,5/1/1981 0:00,13-Nov-86,1383-27224,2022
GLS-,M,Y,NBEN811,5/1/1981 0:00,10-Feb-85,1383-27226,1381
YPS-,F,Y,BEND811,5/3/1981 0:00,13-Feb-89,1383-27229,2843
BPS-,M,Y,BEND811,5/3/1981 0:00,12-Nov-82,1383-27230,558
GFS-,F,Y,NRID812,5/5/1981 0:00,14-Feb-83,1383-27235,650
BFS-,F,Y,NRID812,5/5/1981 0:00,08-Mar-82,1383-27237,307
OFS=,M,Y,SSAN811,5/5/1981 0:00,12-Jul-87,1383-27238,2259
BOS=,F,Y,ANNI811,5/9/1981 0:00,10-Mar-83,1383-27244,670
LFS=,F,Y,POLA811,5/14/1981 0:00,11-Jun-84,1383-27250,1124
FFS=,M,Y,POLA811,5/14/1981 0:00,15-Jul-85,1383-27251,1523
AFS=,F,Y,POLA811,5/14/1981 0:00,11-Jul-82,1383-27252,423
BLS-,F,Y,PLAZ812,5/16/1981 0:00,11-Jul-82,1383-27258,421
YBS-,F,Y,COPS812,6/5/1981 0:00,13-Jul-86,1383-27267,1864
WS-L,M,Y,WCOP821,4/26/1982 0:00,13-Apr-84,1383-27290,718
GS-A,M,Y,YTRE821,4/29/1982 0:00,10-Dec-88,1383-27299,2417
LS-A,F,Y,LINS821,5/1/1982 0:00,13-Apr-84,1423-42601,713
YS-F,M,Y,SAND821,5/3/1982 0:00,17-May-90,1423-42605,2936
BS-F,F,Y,SAND821,5/3/1982 0:00,10-Jan-83,1423-42606,252
PS-F,M,Y,CABS821,5/6/1982 0:00,12-Jul-88,1423-42608,2259
PS-A,M,Y,NNWS821,5/6/1982 0:00,18-Oct-84,1423-42612,896
FS-F,M,Y,NRID821,5/2/1982 0:00,10-May-83,1423-42615,373
WS-F,F,Y,SCOP821,5/4/1982 0:00,13-Feb-89,1423-42617,2477
RS-F,F,Y,SCOP821,5/4/1982 0:00,14-Dec-89,1423-42618,2781
GS-F,F,Y,SCOP821,5/4/1982 0:00,14-Mar-86,1423-42619,1410
WS=O,M,Y,SIXS821,5/11/1982 0:00,11-Jun-84,1423-42629,762
FS-O,F,Y,ANNI821,5/7/1982 0:00,20-Jun-83,1423-42632,409
YS-O,F,Y,ANNI821,5/7/1982 0:00,14-Mar-86,1423-42633,1407
YS-A,F,Y,XRDS821,5/8/1982 0:00,14-Jun-88,1423-42635,2229
LS-L,M,Y,SSAN822,5/15/1982 0:00,14-Jun-88,1423-42637,2222
AS-L,F,Y,SSAN822,5/15/1982 0:00,10-Aug-83,1423-42639,452
OS-O,F,Y,NBEN824,5/28/1982 0:00,10-Sep-82,1423-42650,105
RS-L,F,Y,FIRE822,6/6/1982 0:00,10-Aug-83,1423-42651,430
OS-L,M,Y,FARS822,6/13/1982 0:00,10-May-83,1423-42654,331
S-YB,F,Y,SORA831,5/1/1983 0:00,11-Jun-84,1423-42677,407
S-PB,F,Y,SORA831,5/1/1983 0:00,20-Jul-83,1423-42679,80
S-OB,M,Y,LINS831,5/2/1983 0:00,16-Feb-90,1423-42680,2482
S-LB,M,Y,LINS831,5/2/1983 0:00,10-Apr-85,1423-42681,709
S-FB,M,Y,LINS831,5/2/1983 0:00,12-Jul-87,1423-42682,1532
S-GB,M,Y,ROSE831,5/3/1983 0:00,13-Jan-85,1423-42689,621
S-BB,F,Y,ROSE831,5/3/1983 0:00,11-Jan-90,1423-42691,2445
S-LO,M,Y,SFLA831,4/27/1983 0:00,12-Nov-87,1423-42693,1660
S-RB,F,Y,BEND831,5/5/1983 0:00,17-Oct-90,1423-42697,2722
S-LL,M,Y,SCOP831,5/6/1983 0:00,12-Nov-87,1423-42706,1651
S-FL,F,Y,SCOP831,5/6/1983 0:00,15-Jul-85,1423-42707,801
S-YP,F,Y,SSAN831,5/7/1983 0:00,11-Jun-84,1423-42709,401
S-OP,F,Y,PLAZ831,5/10/1983 0:00,17-Mar-85,1423-42712,677
S-LP,F,Y,PLAZ831,5/10/1983 0:00,10-May-95,1423-42713,4383
S-FP,M,Y,PLAZ831,5/10/1983 0:00,14-May-96,1423-42714,4753
S-AP,M,Y,PLAZ831,5/10/1983 0:00,09-Nov-85,1423-42715,914
S-WB,M,Y,WSIX831,5/10/1983 0:00,12-Jul-87,1423-42731,1524
S-BA,F,Y,CTRN831,5/12/1983 0:00,14-Dec-89,1423-42735,2408
S-LA,M,Y,CTRN831,5/12/1983 0:00,11-Jul-89,1423-42738,2252
S-FA,F,Y,CTRN831,5/12/1983 0:00,07-Aug-84,1423-42739,453
S-WL,F,Y,CTRW831,5/16/1983 0:00,14-Oct-86,1423-42745,1247
S-PO,F,Y,SAND832,6/19/1983 0:00,11-Oct-89,1423-42772,2306
S-OO,M,Y,SAND832,6/19/1983 0:00,12-Oct-87,1423-42773,1576
SW-O,M,Y,SORA841,4/23/1984 0:00,11-Apr-89,1423-42789,1814
SR-O,F,Y,SORA841,4/23/1984 0:00,14-May-85,1423-42790,386
SG-O,F,Y,SORA841,4/23/1984 0:00,15-Jun-87,1423-42791,1148
SO-O,F,Y,EBAY842,4/28/1984 0:00,13-Sep-84,1423-42795,138
SL-R,M,Y,SFLA842,4/23/1984 0:00,14-May-85,1423-42802,386
SL-B,F,Y,BEND841,4/25/1984 0:00,10-Feb-85,1423-42805,291
SA-B,F,Y,BEND841,4/25/1984 0:00,10-Apr-85,1423-42807,350
SL-Y,F,Y,SCOP841,5/1/1984 0:00,15-Aug-90,1423-42821,2297
SA-Y,F,Y,SCOP841,5/1/1984 0:00,14-May-85,1423-42823,378
SA-L,M,Y,NPOL841,5/3/1984 0:00,12-Dec-87,1423-42825,1318
SG-F,F,Y,ROSE842,5/4/1984 0:00,13-Sep-84,1423-42828,132
SY-F,M,Y,PLAZ841,5/5/1984 0:00,18-Aug-87,1423-42829,1200
SB-F,F,Y,PLAZ841,5/5/1984 0:00,14-May-85,1423-42830,374
SG-L,F,Y,NRID842,5/5/1984 0:00,09-Aug-85,1423-42837,461
SO-L,M,Y,FIRE841,5/7/1984 0:00,19-Sep-86,1423-42845,865
SO-A,M,Y,LINS841,5/8/1984 0:00,14-Jun-88,1423-42849,1498
SA-O,F,Y,CTRW841,5/9/1984 0:00,15-Jul-85,1423-42857,432
SL-P,F,Y,SAND841,5/14/1984 0:00,18-Oct-84,1423-42862,157
SF-P,F,Y,SAND841,5/14/1984 0:00,09-Aug-85,1423-42863,452
SA-P,F,Y,SAND841,5/14/1984 0:00,18-Nov-84,1423-42864,188
SY-L,M,Y,SSAN841,5/20/1984 0:00,15-Sep-89,1423-42866,1944
SL-G,F,Y,IBRN843,6/23/1984 0:00,14-May-85,1423-42881,325
-RSA,M,Y,SORA861,4/29/1986 0:00,12-Jul-01,1433-58370,5553
RZ-R,F,Y,SWAL921,5/10/1992 0:00,12-Aug-94,1433-58385,824
BZ-R,F,Y,PAST921,5/13/1992 0:00,17-Aug-93,1433-58400,461
WSL-,M,Y,CABS851,4/24/1985 0:00,11-Oct-97,1433-87424,4553
RSL-,M,Y,CABS851,4/24/1985 0:00,18-Aug-99,1433-87426,5229
WSF-,F,Y,SORA851,4/28/1985 0:00,13-Dec-91,1433-87429,2420
BSA-,F,Y,SPLT851,4/27/1985 0:00,11-Oct-97,1433-87437,4550
GSL-,F,Y,NWSX851,5/4/1985 0:00,18-Aug-87,1433-87445,836
YSL-,F,Y,NWSX851,5/4/1985 0:00,10-Aug-86,1433-87446,463
PSP=,M,Y,LINX851,5/5/1985 0:00,17-Apr-88,1433-87449,1078
FSL-,M,Y,CTRN851,5/8/1985 0:00,15-Apr-87,1433-87452,707
RSF-,F,Y,ARCT851,5/8/1985 0:00,14-Feb-86,1433-87455,282
GSF-,F,Y,ARCT851,5/8/1985 0:00,14-Mar-87,1433-87456,675
YSF-,F,Y,ARCT851,5/8/1985 0:00,11-Apr-89,1433-87457,1434
GSY=,M,Y,WSIX851,5/5/1985 0:00,15-Apr-87,1433-87460,710
BSL-,F,Y,MILW851,5/10/1985 0:00,10-Aug-86,1433-87461,457
PSF-,F,Y,CACT851,5/13/1985 0:00,17-Apr-88,1433-87476,1070
LSF-,F,Y,CACT851,5/13/1985 0:00,14-Mar-86,1433-87478,305
GSA-,F,Y,POLA851,5/14/1985 0:00,14-Sep-87,1433-87481,853
OSA-,F,Y,NBEN851,5/21/1985 0:00,10-Aug-86,1433-87493,446
WSA-,F,Y,FENC852,5/23/1985 0:00,13-Feb-89,1433-87496,1362
RBS-,M,Y,COPS812,6/5/1981 0:00,18-Feb-92,1433-92044,3910
YSO-,F,Y,NWES852,6/9/1985 0:00,10-Aug-86,1433-92909,427
ASO=,F,Y,SCOP852,6/10/1985 0:00,12-Dec-87,1433-92911,915
OSF-,F,Y,SAND852,6/11/1985 0:00,14-May-87,1433-92912,702
-LSB,F,Y,SIXS861,4/29/1986 0:00,18-Aug-87,1433-92974,476
-PSO,M,Y,SPLT861,5/1/1986 0:00,10-Jan-89,1433-92977,985
-RSL,F,Y,ARCT861,5/1/1986 0:00,11-Jan-87,1433-92981,255
-LSO,F,Y,PLAZ861,5/3/1986 0:00,15-Jun-87,1433-92982,408
-FSO,M,Y,PLAZ861,5/3/1986 0:00,13-Nov-91,1433-92983,2020
-BSL,M,Y,NBEN861,4/30/1986 0:00,12-Mar-88,1433-92987,682
-PSL,F,Y,LINS861,5/2/1986 0:00,18-Aug-87,1433-92988,473
-OSL,F,Y,LINS861,5/2/1986 0:00,13-Jul-86,1433-92989,72
-GSO,F,Y,PLOT861,5/12/1986 0:00,14-May-87,1433-92995,367
YFS-,M,Y,NRID812,5/5/1981 0:00,15-Feb-87,1433-93030,2112
SGO-,M,Y,SIBR871,4/27/1987 0:00,11-Apr-89,1433-93050,715
SPP-,M,Y,WCOP871,4/29/1987 0:00,11-Apr-89,1433-93055,713
SLP-,M,Y,WCOP871,4/29/1987 0:00,13-Feb-89,1433-93057,656
YOS=,F,Y,ANNI811,5/9/1981 0:00,14-Sep-87,1433-93066,2319
SRR-,F,Y,SCOP871,5/3/1987 0:00,15-Aug-89,1433-93068,835
SGR-,M,Y,SCOP871,5/3/1987 0:00,11-Oct-89,1433-93069,892
SPO-,F,Y,FENC871,5/6/1987 0:00,15-Aug-89,1433-93082,832
SAP-,M,Y,SSAN871,5/8/1987 0:00,10-Jul-97,1433-93088,3716
SLG-,F,Y,CABS873,6/13/1987 0:00,13-Feb-89,1433-93141,611
-AWZ,M,Y,LINS902,5/16/1990 0:00,14-Jul-99,1453-38937,3346
-WnZ,F,Y,HICR902,5/25/1990 0:00,25-May-90,1453-38956,0
-RYZ,M,Y,HICR902,5/25/1990 0:00,13-Jul-90,1453-38957,49
-GnZ,F,Y,HICR902,5/25/1990 0:00,25-May-90,1453-38958,0
-YnZ,F,Y,HICR902,5/25/1990 0:00,25-May-90,1453-38959,0
-BWZ,M,Y,WSIX902,5/28/1990 0:00,15-Jun-94,1453-38968,1479
OnZ-,F,Y,RUSS911,4/16/1991 0:00,16-Apr-91,1453-39037,0
FnZ-,F,Y,RUSS911,4/16/1991 0:00,15-May-91,1453-39039,29
ARZ=,M,Y,RUSS911,4/16/1991 0:00,13-Oct-99,1453-39040,3102
OWZ=,M,Y,CURY911,4/16/1991 0:00,18-Feb-92,1453-39042,308
RnZ-,M,Y,CURY911,4/16/1991 0:00,16-Apr-91,1453-39043,0
GGZ-,M,Y,LOCK912,4/18/1991 0:00,06-Sep-91,1453-39044,141
YGZ-,M,Y,LOCK912,4/18/1991 0:00,13-Nov-91,1453-39045,209
BGZ-,F,Y,LOCK919,4/20/1991 0:00,06-Sep-91,1453-39046,139
PnZ-,F,Y,SCOP911,4/18/1991 0:00,18-Apr-91,1453-39047,0
GOZ-,M,Y,SCOP911,4/18/1991 0:00,18-Jan-92,1453-39048,275
LnZ-,M,Y,SCOP911,4/18/1991 0:00,10-May-91,1453-39049,22
ROZ-,F,Y,SCOP911,4/18/1991 0:00,18-Jan-92,1453-39050,275
ARZ-,M,Y,SIBR911,4/16/1991 0:00,17-Aug-93,1453-39051,854
WBZ-,F,Y,CACT911,4/21/1991 0:00,12-Jul-91,1453-39059,82
RnZ-,M,Y,CACT911,4/21/1991 0:00,10-May-91,1453-39060,19
GBZ-,F,Y,CACT911,4/21/1991 0:00,15-Jun-92,1453-39061,421
YBZ-,M,Y,CACT911,4/21/1991 0:00,06-Sep-91,1453-39062,138
BYZ-,F,Y,BALD911,4/23/1991 0:00,18-Jan-92,1453-39063,270
PYZ-,F,Y,BALD911,4/23/1991 0:00,09-Aug-91,1453-39064,108
AFZ-,F,Y,BALD911,4/23/1991 0:00,10-May-91,1453-39065,17
GnZ-,M,Y,ASPH911,4/22/1991 0:00,02-Jun-91,1453-39068,41
PnZ-,M,Y,MBEN911,4/22/1991 0:00,10-May-91,1453-39072,18
OLZ-,M,Y,MBEN911,4/22/1991 0:00,13-Dec-91,1453-39073,235
LYZ-,F,Y,WCOP911,4/22/1991 0:00,13-Dec-91,1453-39074,235
FYZ-,M,Y,WCOP911,4/22/1991 0:00,13-Nov-91,1453-39075,205
AYZ-,F,Y,WCOP911,4/22/1991 0:00,13-Dec-91,1453-39076,235
WOZ-,F,Y,SCOB911,4/20/1991 0:00,13-Dec-91,1453-39077,237
WWZ-,M,Y,SWAL911,4/22/1991 0:00,15-Jun-94,1453-39078,1150
RWZ-,F,Y,SWAL911,4/22/1991 0:00,15-Jun-92,1453-39079,420
GWZ-,F,Y,SWAL911,4/22/1991 0:00,13-Aug-92,1453-39080,479
YWZ-,F,Y,SWAL911,4/22/1991 0:00,15-Jul-93,1453-39081,815
BWZ-,M,Y,MUME911,4/22/1991 0:00,18-Feb-92,1453-39085,302
PWZ-,F,Y,MUME911,4/22/1991 0:00,13-Aug-92,1453-39086,479
OnZ-,M,Y,MUME911,4/22/1991 0:00,22-Apr-91,1453-39087,0
LBZ-,M,Y,WSIX911,4/24/1991 0:00,16-Oct-91,1453-39088,175
FBZ-,M,Y,WSIX911,4/24/1991 0:00,13-Nov-91,1453-39089,203
ABZ-,F,Y,WSIX911,4/24/1991 0:00,09-Aug-91,1453-39090,107
BPZ-,M,Y,CABS911,4/28/1991 0:00,18-Jul-95,1453-39091,1542
PPZ-,F,Y,CABS911,4/28/1991 0:00,09-Aug-91,1453-39092,103
OPZ-,F,Y,XRDS911,4/26/1991 0:00,12-Feb-95,1453-39093,1388
LnZ-,F,Y,XRDS911,4/26/1991 0:00,26-Apr-91,1453-39094,0
FPZ-,F,Y,XRDS911,4/26/1991 0:00,13-Dec-91,1453-39095,231
WRZ-,M,Y,YTRE912,4/26/1991 0:00,12-Jul-91,1453-39096,77
RRZ-,F,Y,YTRE912,4/26/1991 0:00,12-Mar-93,1453-39097,686
GRZ-,F,Y,YTRE912,4/26/1991 0:00,13-Nov-91,1453-39098,201
WnZ-,M,Y,LINX911,4/30/1991 0:00,11-Jun-91,1453-39099,42
RGZ-,M,Y,LINX911,4/30/1991 0:00,06-Sep-91,1453-39100,129
GnZ-,M,Y,LINX911,4/30/1991 0:00,10-May-91,1453-39101,10
YRZ-,F,Y,SIXS911,4/29/1991 0:00,06-Sep-91,1453-39102,130
BRZ-,F,Y,SIXS911,4/29/1991 0:00,18-Jan-92,1453-39103,264
PRZ-,F,Y,SIXS911,4/29/1991 0:00,06-Sep-91,1453-39104,130
OGZ-,F,Y,HICE911,4/29/1991 0:00,13-Jan-95,1453-39105,1355
LGZ-,F,Y,HICE911,4/29/1991 0:00,13-Aug-92,1453-39106,472
FGZ-,M,Y,HICE911,4/29/1991 0:00,16-Jul-92,1513-50601,444
WYZ-,F,Y,WWSX911,5/4/1991 0:00,11-Jun-91,1453-39108,38
RYZ-,F,Y,WWSX911,5/4/1991 0:00,11-Jun-91,1453-39109,38
GnZ-,M,Y,WWSX911,5/4/1991 0:00,10-May-91,1453-39110,6
ORZ-,F,Y,PAST912,5/5/1991 0:00,11-Jul-96,1453-39114,1894
LRZ-,M,Y,PAST912,5/5/1991 0:00,13-Aug-92,1453-39115,466
FRZ-,M,Y,PAST912,5/5/1991 0:00,18-Jan-93,1453-39116,624
RBZ-,F,Y,SLUM911,5/5/1991 0:00,17-Mar-94,1453-39117,1047
GnZ-,M,Y,SLUM911,5/5/1991 0:00,10-May-91,1453-39118,5
YnZ-,F,Y,SLUM911,5/5/1991 0:00,10-May-91,1453-39119,5
WnZ-,M,Y,JERE911,5/4/1991 0:00,10-May-91,1453-39120,6
RnZ-,F,Y,JERE911,5/4/1991 0:00,10-May-91,1453-39121,6
GYZ-,M,Y,JERE911,5/4/1991 0:00,06-Sep-91,1453-39122,125
YnZ-,M,Y,BEND911,5/5/1991 0:00,10-May-91,1453-39123,5
BBZ-,M,Y,BEND911,5/5/1991 0:00,09-Aug-91,1453-39124,96
PBZ-,M,Y,BEND911,5/5/1991 0:00,11-Jun-91,1453-39125,37
OOZ-,F,Y,LOOP911,5/7/1991 0:00,18-Feb-92,1453-39126,287
LOZ-,F,Y,LOOP911,5/7/1991 0:00,18-Jan-92,1453-39127,256
FnZ-,F,Y,LOOP911,5/7/1991 0:00,07-May-91,1453-39128,0
OBZ-,M,Y,PLOT911,5/8/1991 0:00,09-Aug-91,1453-39129,93
PnZ-,F,Y,PLOT911,5/8/1991 0:00,10-May-91,1453-39130,2
OWZ-,M,Y,ROSE911,5/10/1991 0:00,06-Sep-91,1453-39133,119
LWZ-,M,Y,ROSE911,5/10/1991 0:00,18-Jan-92,1453-39134,253
FWZ-,F,Y,ROSE911,5/10/1991 0:00,06-Sep-91,1453-39135,119
AWZ-,M,Y,ROSE911,5/10/1991 0:00,06-Sep-91,1453-39136,119
AGZ-,F,Y,NNWX911,5/17/1991 0:00,16-Jul-92,1453-39138,426
YYZ-,F,Y,CHOP911,5/21/1991 0:00,16-Oct-91,1453-39139,148
BnZ-,F,Y,CHOP911,5/21/1991 0:00,21-May-91,1453-39140,0
PnZ-,F,Y,CHOP911,5/21/1991 0:00,21-May-91,1453-39141,0
LLZ-,F,Y,NBEN913,5/29/1991 0:00,18-Jan-92,1453-39143,234
FLZ-,M,Y,NBEN913,5/29/1991 0:00,13-Nov-91,1453-39144,168
YnZ-,F,Y,ELIN912,6/4/1991 0:00,11-Jun-91,1453-39155,7
BnZ-,F,Y,ELIN912,6/4/1991 0:00,04-Jun-91,1453-39156,0
YnZ-,F,Y,LINS914,6/16/1991 0:00,16-Jun-91,1453-39165,0
BnZ-,M,Y,LINS914,6/16/1991 0:00,16-Jun-91,1453-39166,0
PnZ-,F,Y,LINS914,6/16/1991 0:00,16-Jun-91,1453-39167,0
WnZ-,M,Y,FENC913,6/20/1991 0:00,20-Jun-91,1453-39168,0
RnZ-,M,Y,FENC913,6/20/1991 0:00,20-Jun-91,1453-39169,0
GnZ-,M,Y,FENC913,6/20/1991 0:00,20-Jun-91,1453-39170,0
RSA-,M,Y,POLA851,5/14/1985 0:00,11-Oct-97,1453-39196,4533
Z-WW,M,Y,XRDS931,4/12/1993 0:00,12-Feb-95,1453-63501,671
Z-RW,M,Y,XRDS931,4/12/1993 0:00,12-Feb-96,1453-63502,1036
Z-OW,F,Y,PLOT931,4/14/1993 0:00,13-Dec-97,1453-63507,1704
Z-WR,M,Y,SIXS931,4/17/1993 0:00,14-Nov-05,1453-63509,4594
Z-RR,M,Y,SIXS931,4/17/1993 0:00,13-Dec-04,1453-63510,4258
Z-AF,M,Y,N7RD932,4/18/1993 0:00,12-Dec-94,1453-63514,603
Z-BR,M,Y,WCOP931,4/19/1993 0:00,14-Apr-94,1453-63515,360
Z-WL,M,Y,SFLA931,4/25/1993 0:00,13-Dec-97,1453-63518,1693
Z-RL,F,Y,SFLA931,4/25/1993 0:00,17-Mar-98,1453-63519,1787
Z-BG,M,Y,WAHO931,4/24/1993 0:00,18-Feb-98,1453-63522,1761
Z-OG,M,Y,WAHO931,4/24/1993 0:00,10-Jan-07,1453-63524,5009
Z-LG,F,Y,WAHO931,4/24/1993 0:00,10-Apr-02,1453-63525,3273
Z-FG,M,Y,BNCH931,4/24/1993 0:00,13-Sep-97,1453-63526,1603
Z-AG,M,Y,BNCH931,4/24/1993 0:00,10-Dec-02,1453-63527,3517
Z-GY,M,Y,SCOP931,4/25/1993 0:00,14-Jun-01,1453-63530,2972
Z-YY,F,Y,SCOP931,4/25/1993 0:00,17-Aug-93,1453-63531,114
Z-OY,M,Y,LOOP931,4/26/1993 0:00,15-Apr-95,1453-63534,719
Z-LY,F,Y,LOOP931,4/26/1993 0:00,14-Jan-98,1453-63535,1724
Z-AY,F,Y,LINX931,4/26/1993 0:00,11-Aug-95,1453-63537,837
Z-YW,M,Y,CHOP932,5/3/1993 0:00,18-Aug-03,1453-63539,3759
Z-BW,F,Y,CHOP932,5/3/1993 0:00,16-Dec-93,1453-63540,227
Z-PW,M,Y,CHOP932,5/3/1993 0:00,14-Apr-94,1453-63541,346
Z-RB,M,Y,SCOB931,5/5/1993 0:00,15-Apr-95,1453-63547,710
Z-GB,F,Y,SCOB931,5/5/1993 0:00,12-Nov-03,1453-63548,3843
Z-YB,F,Y,SCOB931,5/5/1993 0:00,15-Apr-95,1453-63549,710
Z-OB,F,Y,SWAL932,5/6/1993 0:00,14-Apr-94,1453-63552,343
Z-LR,F,Y,FENC932,5/5/1993 0:00,13-Jan-94,1453-63554,253
Z-FR,F,Y,FENC932,5/5/1993 0:00,15-Nov-97,1453-63555,1655
Z-RP,F,Y,DEER933,5/8/1993 0:00,12-Aug-94,1453-63558,461
Z-GP,M,Y,DEER933,5/8/1993 0:00,10-Apr-02,1453-63559,3259
Z-AP,M,Y,WCPR931,5/8/1993 0:00,10-Jul-97,1453-63561,1524
Z-PO,F,Y,WWSX932,5/8/1993 0:00,12-Feb-95,1453-63563,645
Z-LO,F,Y,WWSX932,5/8/1993 0:00,15-Apr-95,1453-63565,707
Z-PP,F,Y,LAZT932,5/5/1993 0:00,12-Feb-96,1453-63567,1013
Z-FB,F,Y,CURY931,5/11/1993 0:00,11-Jun-97,1453-63572,1492
Z-AB,F,Y,CURY931,5/11/1993 0:00,12-Feb-95,1453-63573,642
Z-WO,M,Y,CACT932,5/14/1993 0:00,15-Jun-94,1453-63575,397
Z-RO,F,Y,CACT932,5/14/1993 0:00,12-Aug-94,1453-63576,455
Z-GO,F,Y,CACT932,5/14/1993 0:00,14-May-01,1453-63577,2922
Z-YO,F,Y,CACT932,5/14/1993 0:00,18-May-98,1453-63578,1830
Z-LW,F,Y,MITA932,5/20/1993 0:00,14-Apr-94,1453-63580,329
Z-AW,F,Y,MITA932,5/20/1993 0:00,12-Dec-94,1453-63582,571
Z-YL,F,Y,FBYN932,5/23/1993 0:00,12-Feb-96,1453-63586,995
Z-LB,F,Y,RUSS931,5/20/1993 0:00,13-Sep-97,1453-63588,1577
Z-FO,F,Y,SLUM934,5/20/1993 0:00,15-Jun-00,1453-63589,2583
Z-BL,F,Y,BEND933,5/25/1993 0:00,13-Jan-95,1453-63591,598
Z-PL,M,Y,BEND933,5/25/1993 0:00,10-Aug-00,1453-63592,2634
Z-OL,M,Y,BEND933,5/25/1993 0:00,11-Sep-95,1453-63593,839
Z-LL,F,Y,BEND933,5/25/1993 0:00,16-Dec-93,1453-63594,205
Z-WF,F,Y,ELIN933,5/26/1993 0:00,15-Feb-05,1453-63595,4283
Z-GF,F,Y,ELIN933,5/26/1993 0:00,11-Aug-95,1453-63597,807
Z-YF,M,Y,SIBR932,6/3/1993 0:00,13-Jan-94,1453-63598,224
Z-BF,M,Y,SIBR932,6/3/1993 0:00,17-Mar-94,1453-63599,287
Z-OF,F,Y,MUME932,6/3/1993 0:00,15-Apr-95,1453-63656,681
Z-WA,M,Y,HICE932,6/6/1993 0:00,14-Jul-94,1453-63661,403
Z-RA,F,Y,HICE932,6/6/1993 0:00,12-Aug-94,1453-63662,432
Z-GA,M,Y,HICE932,6/6/1993 0:00,15-Jul-04,1453-63663,4057
Z-LP,M,Y,N7RD933,6/3/1993 0:00,15-Apr-95,1453-63666,681
Z-FL,M,Y,PAST933,6/8/1993 0:00,10-Oct-02,1453-63667,3411
Z-WP,F,Y,RIDG933,6/20/1993 0:00,16-Sep-94,1453-63673,453
Z-WG,M,Y,LOCK933,5/10/1993 0:00,13-Dec-97,1453-63676,1678
